epic_id,epic_name,capability_id,team,owner,priority,story_points,start_date,planned_end_date,actual_end_date,cycle_time_days,status,days_in_current_status,defect_count
EPIC-00196,Refactor API event consumer,CAP-0024,Team Vega,J. Chen,P1,5,2025-03-03,2025-04-14,2025-04-13,41,Done,14,0
EPIC-00197,Automate API batch job,CAP-0024,Team Cygnus,A. Johnson,P1,3,2025-04-09,2025-06-02,,54,In Progress,13,4
EPIC-00198,Decommission API dashboard,CAP-0024,Team Cygnus,R. Kumar,P0,5,2025-04-08,2025-05-26,,46,In Review,10,2
EPIC-00199,Implement API dashboard,CAP-0024,Team Draco,L. Nguyen,P1,13,2025-04-25,2025-06-19,,53,In Progress,3,1
EPIC-00200,Decommission Order batch job,CAP-0025,Team Orion,J. Chen,P3,21,2025-05-12,2025-07-05,,54,Not Started,11,3
EPIC-00201,Integrate Order dashboard,CAP-0025,Team Lyra,P. Wong,P2,3,2025-05-24,2025-07-08,,44,Not Started,12,0
EPIC-00202,Migrate Order ingestion job,CAP-0025,Team Draco,M. Patel,P3,8,2025-06-16,2025-07-13,,27,In Review,6,2
EPIC-00203,Implement Order service,CAP-0025,Team Phoenix,S. Rai,P3,5,2025-06-04,2025-07-17,2025-07-14,40,Done,8,2
EPIC-00204,Integrate Order dashboard,CAP-0025,Team Orion,L. Nguyen,P1,3,2025-05-05,2025-06-05,,29,In Review,2,2
EPIC-00205,Integrate Order dashboard,CAP-0025,Team Draco,J. Chen,P0,5,2025-06-10,2025-08-07,,61,Not Started,12,3
EPIC-00206,Implement Order endpoint,CAP-0025,Team Nova,L. Nguyen,P0,13,2025-06-01,2025-06-29,,28,Not Started,1,3
EPIC-00207,Build Order service,CAP-0025,Team Orion,L. Nguyen,P2,5,2025-05-09,2025-06-16,,36,Not Started,6,0
EPIC-00208,Automate Order event consumer,CAP-0025,Team Draco,S. Rai,P1,13,2025-06-12,2025-07-04,,23,Not Started,9,1
EPIC-00209,Integrate Order endpoint,CAP-0025,Team Cygnus,A. Johnson,P0,3,2025-06-04,2025-06-27,2025-06-29,25,Done,14,4
EPIC-00210,Automate Order service,CAP-0025,Team Orion,M. Patel,P1,8,2025-06-01,2025-07-31,,60,In Review,13,3
EPIC-00211,Decommission Provisioning auth flow,CAP-0026,Team Vega,A. Johnson,P3,8,2025-03-28,2025-05-27,,62,In Review,4,0
EPIC-00212,Automate Provisioning event consumer,CAP-0026,Team Phoenix,J. Chen,P0,8,2025-03-05,2025-04-19,2025-04-19,45,Done,11,2
EPIC-00213,Migrate Provisioning ingestion job,CAP-0026,Team Cygnus,P. Wong,P0,3,2025-04-14,2025-06-03,,50,In Progress,13,4
EPIC-00214,Implement Provisioning dashboard,CAP-0026,Team Atlas,D. Singh,P3,13,2025-03-03,2025-03-19,,17,Blocked,5,3
EPIC-00215,Integrate Provisioning auth flow,CAP-0026,Team Atlas,A. Johnson,P1,21,2025-03-24,2025-05-16,,51,In Review,2,0
EPIC-00216,Decommission Inventory batch job,CAP-0027,Team Draco,D. Singh,P1,3,2025-06-12,2025-08-06,,57,In Review,12,0
EPIC-00217,Implement Inventory ingestion job,CAP-0027,Team Vega,M. Patel,P0,3,2025-05-02,2025-06-14,,44,In Review,11,0
EPIC-00218,Integrate Inventory service,CAP-0027,Team Orion,R. Kumar,P1,8,2025-05-05,2025-06-19,,49,Blocked,13,4
EPIC-00219,Integrate Inventory event consumer,CAP-0027,Team Orion,D. Singh,P2,21,2025-06-19,2025-07-20,,32,Not Started,6,0
EPIC-00220,Refactor Inventory batch job,CAP-0027,Team Atlas,S. Rai,P3,21,2025-05-31,2025-07-24,,51,Blocked,6,3
EPIC-00221,Refactor Inventory endpoint,CAP-0027,Team Orion,S. Rai,P0,3,2025-05-11,2025-05-31,,21,In Progress,12,0
EPIC-00222,Implement Inventory ingestion job,CAP-0027,Team Vega,D. Singh,P1,8,2025-05-18,2025-06-25,,41,Not Started,9,1
EPIC-00223,Build Inventory batch job,CAP-0027,Team Vega,S. Rai,P1,5,2025-05-15,2025-06-15,,33,In Review,2,4
EPIC-00224,Build Inventory service,CAP-0027,Team Phoenix,P. Wong,P0,8,2025-06-20,2025-08-02,,46,In Review,2,4
EPIC-00225,Decommission Inventory event consumer,CAP-0028,Team Lyra,A. Johnson,P1,5,2025-06-28,2025-08-20,,52,Blocked,8,2
EPIC-00226,Build Inventory service,CAP-0028,Team Phoenix,D. Singh,P2,3,2025-06-23,2025-08-10,,48,In Review,1,0
EPIC-00227,Decommission Inventory endpoint,CAP-0028,Team Vega,R. Kumar,P0,3,2025-07-05,2025-08-19,,56,In Progress,12,0
EPIC-00228,Automate Inventory auth flow,CAP-0028,Team Vega,J. Chen,P0,21,2025-07-05,2025-09-01,2025-09-15,72,Done,12,2
EPIC-00229,Integrate Inventory event consumer,CAP-0028,Team Orion,D. Singh,P1,5,2025-07-04,2025-07-22,,22,Blocked,1,4
EPIC-00230,Refactor Inventory event consumer,CAP-0028,Team Lyra,R. Kumar,P1,3,2025-06-29,2025-08-07,,41,In Review,8,2
EPIC-00231,Migrate Inventory event consumer,CAP-0028,Team Vega,M. Patel,P3,13,2025-07-28,2025-09-17,,63,In Progress,2,0
EPIC-00232,Implement Customer auth flow,CAP-0029,Team Draco,J. Chen,P0,5,2025-05-28,2025-06-24,,27,In Review,14,3
EPIC-00233,Automate Customer batch job,CAP-0029,Team Lyra,A. Johnson,P2,13,2025-06-19,2025-08-10,,49,In Progress,2,2
EPIC-00234,Integrate Customer dashboard,CAP-0029,Team Phoenix,A. Johnson,P0,13,2025-05-22,2025-06-16,2025-06-14,23,Done,9,6
EPIC-00235,Automate Customer event consumer,CAP-0029,Team Atlas,D. Singh,P2,3,2025-05-14,2025-06-04,,19,In Progress,4,1
EPIC-00236,Automate Customer service,CAP-0029,Team Lyra,L. Nguyen,P0,3,2025-05-07,2025-05-25,,17,In Progress,2,3
EPIC-00237,Implement Customer endpoint,CAP-0029,Team Nova,S. Rai,P3,13,2025-07-04,2025-08-23,2025-09-04,62,Done,8,3
EPIC-00238,Refactor Customer endpoint,CAP-0029,Team Orion,M. Patel,P0,21,2025-07-03,2025-07-28,,31,In Review,8,2
EPIC-00239,Integrate Customer dashboard,CAP-0029,Team Vega,R. Kumar,P3,5,2025-06-06,2025-07-16,,43,Not Started,2,3
EPIC-00240,Migrate Customer batch job,CAP-0029,Team Draco,S. Rai,P3,8,2025-07-01,2025-08-17,,58,Blocked,13,1
EPIC-00241,Refactor Partner auth flow,CAP-0030,Team Nova,A. Johnson,P0,8,2025-03-23,2025-04-26,,34,Not Started,6,1
EPIC-00242,Automate Partner ingestion job,CAP-0030,Team Phoenix,A. Johnson,P1,8,2025-03-24,2025-04-29,,38,In Progress,2,2
EPIC-00243,Automate Partner endpoint,CAP-0030,Team Phoenix,L. Nguyen,P2,21,2025-03-27,2025-05-04,,38,In Progress,4,2
EPIC-00244,Integrate Partner batch job,CAP-0030,Team Phoenix,P. Wong,P2,5,2025-03-13,2025-05-02,,51,In Progress,14,8
EPIC-00245,Implement Partner service,CAP-0030,Team Nova,S. Rai,P2,21,2025-02-22,2025-03-22,,29,Blocked,8,0
EPIC-00246,Automate Partner endpoint,CAP-0030,Team Vega,M. Patel,P1,3,2025-03-12,2025-05-10,,57,Not Started,1,2
EPIC-00247,Implement Partner dashboard,CAP-0030,Team Cygnus,L. Nguyen,P1,5,2025-04-05,2025-05-31,,56,In Review,5,0
EPIC-00248,Automate Partner batch job,CAP-0030,Team Draco,L. Nguyen,P1,21,2025-03-22,2025-05-16,,54,Blocked,13,4
EPIC-00249,Build Partner dashboard,CAP-0030,Team Orion,D. Singh,P0,5,2025-04-06,2025-06-03,,57,Not Started,12,1
EPIC-00250,Automate Partner auth flow,CAP-0030,Team Cygnus,J. Chen,P1,8,2025-03-05,2025-04-28,,55,In Progress,6,3
EPIC-00251,Migrate Partner batch job,CAP-0030,Team Cygnus,R. Kumar,P1,5,2025-04-16,2025-05-05,2025-05-06,20,Done,1,2
EPIC-00252,Refactor Provisioning event consumer,CAP-0031,Team Cygnus,D. Singh,P1,13,2025-04-04,2025-06-03,2025-05-31,57,Done,12,3
EPIC-00253,Build Provisioning dashboard,CAP-0031,Team Nova,A. Johnson,P1,13,2025-05-02,2025-06-09,,36,Blocked,11,3
EPIC-00254,Automate Provisioning event consumer,CAP-0031,Team Atlas,L. Nguyen,P1,13,2025-03-31,2025-05-02,,30,Not Started,2,2
EPIC-00255,Integrate Provisioning service,CAP-0031,Team Orion,S. Rai,P3,5,2025-05-03,2025-05-22,2025-05-22,19,Done,12,4
EPIC-00256,Migrate Provisioning service,CAP-0031,Team Draco,R. Kumar,P2,8,2025-04-04,2025-05-09,2025-05-08,34,Done,12,1
EPIC-00257,Implement Routing ingestion job,CAP-0032,Team Atlas,L. Nguyen,P0,13,2025-08-31,2025-10-19,,61,In Progress,1,3
EPIC-00258,Refactor Routing event consumer,CAP-0032,Team Atlas,J. Chen,P0,5,2025-09-06,2025-10-30,2025-11-12,67,Done,4,4
EPIC-00259,Integrate Routing dashboard,CAP-0032,Team Orion,D. Singh,P3,13,2025-07-31,2025-09-13,,55,In Review,13,0
EPIC-00260,Implement Routing batch job,CAP-0032,Team Lyra,L. Nguyen,P1,13,2025-08-29,2025-10-06,,47,In Review,7,1
EPIC-00261,Refactor Routing ingestion job,CAP-0032,Team Phoenix,S. Rai,P1,3,2025-08-24,2025-09-23,,37,In Review,10,2
EPIC-00262,Integrate Routing dashboard,CAP-0032,Team Atlas,S. Rai,P3,21,2025-09-15,2025-11-02,,60,Blocked,4,3
EPIC-00263,Decommission Routing batch job,CAP-0032,Team Draco,R. Kumar,P0,13,2025-09-19,2025-11-02,,55,In Progress,8,4
EPIC-00264,Implement Activation event consumer,CAP-0033,Team Orion,A. Johnson,P1,3,2025-05-31,2025-06-25,,27,In Progress,13,1
EPIC-00265,Implement Activation batch job,CAP-0033,Team Draco,L. Nguyen,P0,3,2025-05-30,2025-06-25,,28,Blocked,5,1
EPIC-00266,Decommission Activation ingestion job,CAP-0033,Team Draco,S. Rai,P3,3,2025-06-07,2025-07-11,2025-07-13,36,Done,14,4
EPIC-00267,Migrate Activation endpoint,CAP-0033,Team Draco,J. Chen,P2,21,2025-06-08,2025-07-29,,52,Not Started,10,0
EPIC-00268,Refactor Telemetry ingestion job,CAP-0034,Team Draco,R. Kumar,P3,5,2025-06-09,2025-07-24,,46,Not Started,3,3
EPIC-00269,Implement Telemetry ingestion job,CAP-0034,Team Draco,L. Nguyen,P0,8,2025-06-24,2025-07-29,2025-07-30,36,Done,5,0
EPIC-00270,Refactor Telemetry dashboard,CAP-0034,Team Lyra,R. Kumar,P3,8,2025-06-21,2025-08-05,,48,In Progress,3,0
EPIC-00271,Integrate Telemetry ingestion job,CAP-0034,Team Lyra,D. Singh,P3,21,2025-06-06,2025-07-31,,52,In Progress,14,3
EPIC-00272,Automate Telemetry service,CAP-0034,Team Cygnus,S. Rai,P1,5,2025-05-31,2025-06-24,2025-06-23,23,Done,3,4
EPIC-00273,Automate Telemetry service,CAP-0034,Team Vega,L. Nguyen,P3,21,2025-05-14,2025-05-30,,16,In Progress,5,2
EPIC-00274,Integrate Telemetry service,CAP-0034,Team Draco,M. Patel,P3,21,2025-06-11,2025-06-26,,14,Blocked,8,3
EPIC-00275,Refactor Telemetry endpoint,CAP-0034,Team Cygnus,D. Singh,P0,5,2025-06-21,2025-07-21,,31,In Review,1,0
EPIC-00276,Automate Telemetry endpoint,CAP-0034,Team Vega,S. Rai,P0,13,2025-06-09,2025-07-07,2025-07-08,29,Done,9,2
EPIC-00277,Decommission Settlement event consumer,CAP-0035,Team Orion,D. Singh,P2,13,2025-04-02,2025-04-30,,27,In Review,7,2
EPIC-00278,Migrate Settlement ingestion job,CAP-0035,Team Lyra,J. Chen,P0,21,2025-04-21,2025-06-17,2025-06-18,58,Done,10,4
EPIC-00279,Decommission Settlement batch job,CAP-0035,Team Cygnus,L. Nguyen,P2,8,2025-05-10,2025-07-01,2025-06-30,51,Done,2,0
EPIC-00280,Refactor Settlement batch job,CAP-0035,Team Lyra,A. Johnson,P0,21,2025-05-17,2025-07-11,,54,Blocked,13,1
EPIC-00281,Integrate Settlement dashboard,CAP-0035,Team Draco,D. Singh,P3,13,2025-05-15,2025-06-06,,23,In Review,5,3
EPIC-00282,Decommission Settlement batch job,CAP-0035,Team Phoenix,P. Wong,P2,21,2025-05-08,2025-06-03,,26,Blocked,11,2
EPIC-00283,Automate API batch job,CAP-0036,Team Orion,P. Wong,P1,8,2025-08-01,2025-09-19,,61,In Review,2,1
EPIC-00284,Integrate API dashboard,CAP-0036,Team Orion,R. Kumar,P3,8,2025-07-17,2025-08-05,,23,In Review,4,1
EPIC-00285,Refactor API auth flow,CAP-0036,Team Cygnus,J. Chen,P3,5,2025-06-24,2025-08-06,,46,Not Started,14,3
EPIC-00286,Automate API batch job,CAP-0036,Team Atlas,A. Johnson,P2,13,2025-06-30,2025-08-16,,46,In Progress,3,0
EPIC-00287,Migrate API dashboard,CAP-0036,Team Nova,L. Nguyen,P1,8,2025-07-31,2025-09-28,,73,Not Started,8,1
EPIC-00288,Implement API ingestion job,CAP-0036,Team Phoenix,M. Patel,P3,3,2025-06-23,2025-07-20,,28,Blocked,13,2
EPIC-00289,Decommission API ingestion job,CAP-0036,Team Orion,D. Singh,P0,3,2025-07-16,2025-08-26,2025-09-05,51,Done,8,3
EPIC-00290,Integrate API dashboard,CAP-0036,Team Vega,S. Rai,P0,5,2025-08-05,2025-08-19,,17,Blocked,4,2
EPIC-00291,Refactor Activation endpoint,CAP-0037,Team Cygnus,M. Patel,P0,3,2025-09-24,2025-11-01,,47,Blocked,5,4
EPIC-00292,Refactor Activation ingestion job,CAP-0037,Team Lyra,M. Patel,P2,13,2025-11-03,2025-12-20,2025-12-21,48,Done,11,2
EPIC-00293,Automate Activation endpoint,CAP-0037,Team Cygnus,M. Patel,P1,3,2025-09-28,2025-11-06,,48,In Progress,4,0
EPIC-00294,Implement Activation dashboard,CAP-0037,Team Orion,S. Rai,P0,3,2025-11-02,2025-12-27,,58,In Review,13,3
EPIC-00295,Implement Activation batch job,CAP-0037,Team Phoenix,R. Kumar,P3,5,2025-09-25,2025-11-04,2025-11-14,50,Done,2,6
EPIC-00296,Integrate Activation batch job,CAP-0037,Team Vega,M. Patel,P3,3,2025-10-28,2025-11-11,,13,Blocked,5,0
EPIC-00297,Refactor Activation service,CAP-0037,Team Atlas,R. Kumar,P1,8,2025-11-07,2025-11-27,,20,In Progress,13,4
EPIC-00298,Migrate Order service,CAP-0038,Team Lyra,A. Johnson,P0,3,2025-08-24,2025-10-08,2025-10-19,56,Done,6,1
EPIC-00299,Implement Order event consumer,CAP-0038,Team Atlas,J. Chen,P0,8,2025-08-25,2025-10-20,,70,In Progress,2,3
EPIC-00300,Build Order dashboard,CAP-0038,Team Vega,M. Patel,P0,8,2025-08-05,2025-09-17,,53,Not Started,14,0
EPIC-00301,Automate Order batch job,CAP-0038,Team Cygnus,S. Rai,P0,5,2025-08-09,2025-09-19,,51,Not Started,14,0
EPIC-00302,Refactor Order dashboard,CAP-0038,Team Orion,J. Chen,P2,8,2025-09-15,2025-10-27,,52,In Review,12,4
EPIC-00303,Implement Order ingestion job,CAP-0038,Team Orion,P. Wong,P3,5,2025-08-14,2025-09-26,2025-10-06,53,Done,12,2
EPIC-00304,Migrate Order batch job,CAP-0038,Team Atlas,P. Wong,P3,5,2025-09-04,2025-09-21,,21,Not Started,7,1
EPIC-00305,Automate Order dashboard,CAP-0038,Team Draco,J. Chen,P3,13,2025-08-28,2025-09-12,2025-09-15,18,Done,8,1
EPIC-00306,Implement Order dashboard,CAP-0038,Team Phoenix,A. Johnson,P2,21,2025-08-30,2025-10-03,,42,Blocked,13,0
EPIC-00307,Build Order batch job,CAP-0038,Team Atlas,D. Singh,P1,21,2025-09-04,2025-10-03,,36,In Review,11,3
EPIC-00308,Integrate Routing endpoint,CAP-0039,Team Phoenix,P. Wong,P2,5,2025-09-29,2025-11-12,,55,In Progress,2,6
EPIC-00309,Refactor Routing service,CAP-0039,Team Cygnus,A. Johnson,P0,13,2025-09-29,2025-10-27,2025-11-03,35,Done,7,4
EPIC-00310,Automate Routing auth flow,CAP-0039,Team Nova,J. Chen,P3,3,2025-09-25,2025-10-14,2025-10-18,23,Done,6,3
EPIC-00311,Build Routing ingestion job,CAP-0039,Team Atlas,J. Chen,P2,21,2025-08-30,2025-10-18,,61,Not Started,14,4
EPIC-00312,Integrate Settlement batch job,CAP-0040,Team Vega,P. Wong,P2,21,2025-10-13,2025-11-17,,35,In Progress,14,0
EPIC-00313,Integrate Settlement batch job,CAP-0040,Team Nova,L. Nguyen,P2,8,2025-10-07,2025-12-05,,60,In Progress,1,0
EPIC-00314,Integrate Settlement service,CAP-0040,Team Cygnus,D. Singh,P0,8,2025-09-16,2025-10-10,,30,In Progress,14,3
EPIC-00315,Migrate Settlement service,CAP-0040,Team Vega,D. Singh,P0,21,2025-11-12,2025-12-21,,38,In Review,2,1
EPIC-00316,Automate Settlement ingestion job,CAP-0040,Team Atlas,S. Rai,P0,21,2025-10-13,2025-12-08,,58,In Progress,8,4
EPIC-00317,Automate Settlement auth flow,CAP-0040,Team Draco,M. Patel,P0,13,2025-10-14,2025-11-29,,49,Blocked,3,1
EPIC-00318,Decommission Settlement ingestion job,CAP-0040,Team Cygnus,L. Nguyen,P2,13,2025-10-10,2025-12-01,,56,In Review,7,1
EPIC-00319,Migrate Settlement ingestion job,CAP-0040,Team Orion,L. Nguyen,P1,5,2025-10-22,2025-12-19,,62,In Review,14,4
EPIC-00320,Decommission Settlement batch job,CAP-0040,Team Vega,L. Nguyen,P0,8,2025-10-02,2025-11-28,,57,In Progress,9,1
EPIC-00321,Decommission Settlement auth flow,CAP-0040,Team Nova,D. Singh,P0,21,2025-11-13,2026-01-08,,59,In Review,14,4
EPIC-00322,Implement Settlement ingestion job,CAP-0040,Team Atlas,M. Patel,P2,8,2025-09-23,2025-10-10,,21,In Progress,5,0
EPIC-00323,Automate Settlement service,CAP-0040,Team Orion,P. Wong,P0,21,2025-10-28,2025-11-29,,31,Not Started,6,4
EPIC-00324,Integrate API batch job,CAP-0041,Team Vega,D. Singh,P3,8,2025-10-17,2025-11-24,,37,Not Started,7,2
EPIC-00325,Implement API batch job,CAP-0041,Team Phoenix,A. Johnson,P2,21,2025-09-28,2025-10-24,2025-10-30,32,Done,14,8
EPIC-00326,Automate API batch job,CAP-0041,Team Vega,J. Chen,P1,5,2025-09-24,2025-10-26,,40,In Progress,11,3
EPIC-00327,Build API service,CAP-0041,Team Atlas,R. Kumar,P0,8,2025-10-09,2025-11-09,,32,In Progress,10,1
EPIC-00328,Integrate API endpoint,CAP-0041,Team Nova,R. Kumar,P3,21,2025-09-14,2025-10-07,,28,Blocked,1,2
EPIC-00329,Implement API event consumer,CAP-0041,Team Cygnus,M. Patel,P3,21,2025-10-27,2025-11-30,,34,Blocked,2,1
EPIC-00330,Implement API dashboard,CAP-0041,Team Draco,R. Kumar,P1,21,2025-09-26,2025-10-23,,33,In Review,6,2
EPIC-00331,Decommission API event consumer,CAP-0041,Team Nova,A. Johnson,P0,8,2025-10-30,2025-12-24,2025-12-21,52,Done,4,2
EPIC-00332,Automate API service,CAP-0041,Team Draco,L. Nguyen,P3,13,2025-10-06,2025-11-05,,30,Not Started,9,2
EPIC-00333,Refactor API batch job,CAP-0041,Team Phoenix,M. Patel,P0,3,2025-09-24,2025-10-28,,42,Not Started,2,8
EPIC-00334,Integrate API batch job,CAP-0041,Team Vega,D. Singh,P0,5,2025-10-31,2025-11-27,,29,Not Started,4,3
EPIC-00335,Build API batch job,CAP-0041,Team Phoenix,R. Kumar,P0,21,2025-10-03,2025-10-19,,15,In Progress,13,0
EPIC-00336,Build Notification ingestion job,CAP-0042,Team Lyra,S. Rai,P3,3,2025-08-19,2025-10-12,2025-10-25,67,Done,6,3
EPIC-00337,Integrate Notification batch job,CAP-0042,Team Phoenix,J. Chen,P2,21,2025-08-30,2025-09-17,,22,Not Started,12,8
EPIC-00338,Refactor Notification event consumer,CAP-0042,Team Atlas,P. Wong,P3,13,2025-09-03,2025-10-06,,41,Not Started,5,4
EPIC-00339,Build Notification endpoint,CAP-0042,Team Phoenix,R. Kumar,P1,8,2025-08-25,2025-09-22,2025-09-29,35,Done,13,2
EPIC-00340,Implement Notification auth flow,CAP-0042,Team Cygnus,S. Rai,P3,21,2025-09-15,2025-11-03,,61,Not Started,1,1
EPIC-00341,Refactor Notification endpoint,CAP-0042,Team Atlas,M. Patel,P1,5,2025-09-07,2025-11-06,,75,In Progress,7,2
EPIC-00342,Decommission Notification event consumer,CAP-0042,Team Vega,S. Rai,P3,21,2025-08-07,2025-09-02,,32,In Progress,11,0
EPIC-00343,Integrate Settlement service,CAP-0043,Team Lyra,L. Nguyen,P2,5,2025-08-03,2025-08-23,,25,Blocked,8,1
EPIC-00344,Implement Settlement dashboard,CAP-0043,Team Vega,P. Wong,P2,21,2025-08-26,2025-09-13,,22,In Review,8,1
EPIC-00345,Integrate Settlement auth flow,CAP-0043,Team Lyra,L. Nguyen,P3,5,2025-07-27,2025-09-15,,62,In Review,13,4
EPIC-00346,Refactor Settlement endpoint,CAP-0043,Team Phoenix,L. Nguyen,P1,8,2025-09-06,2025-10-04,,35,In Review,14,6
EPIC-00347,Build Settlement ingestion job,CAP-0043,Team Nova,M. Patel,P0,8,2025-08-09,2025-09-11,,41,Blocked,2,3
EPIC-00348,Refactor Routing batch job,CAP-0044,Team Vega,S. Rai,P3,21,2025-09-19,2025-11-12,,67,Not Started,1,0
EPIC-00349,Implement Routing auth flow,CAP-0044,Team Vega,M. Patel,P2,13,2025-08-10,2025-09-27,2025-10-09,60,Done,11,4
EPIC-00350,Automate Routing auth flow,CAP-0044,Team Vega,J. Chen,P3,8,2025-09-09,2025-10-11,2025-10-19,40,Done,9,1
EPIC-00351,Integrate Routing endpoint,CAP-0044,Team Phoenix,P. Wong,P1,5,2025-09-17,2025-11-09,,66,Blocked,3,2
EPIC-00352,Integrate Routing batch job,CAP-0044,Team Orion,P. Wong,P1,3,2025-08-24,2025-09-29,,45,In Progress,13,0
EPIC-00353,Refactor Routing endpoint,CAP-0044,Team Lyra,L. Nguyen,P3,13,2025-07-27,2025-09-21,,70,Blocked,13,1
EPIC-00354,Implement Telemetry batch job,CAP-0045,Team Phoenix,R. Kumar,P1,13,2025-05-07,2025-05-27,,21,In Review,14,8
EPIC-00355,Refactor Telemetry auth flow,CAP-0045,Team Draco,D. Singh,P2,8,2025-05-28,2025-06-15,,18,In Progress,9,3
EPIC-00356,Automate Telemetry ingestion job,CAP-0045,Team Nova,A. Johnson,P0,21,2025-06-12,2025-08-03,2025-07-31,49,Done,3,1
EPIC-00357,Migrate Telemetry endpoint,CAP-0045,Team Lyra,L. Nguyen,P0,13,2025-04-28,2025-05-22,,24,In Progress,7,0
EPIC-00358,Build Telemetry endpoint,CAP-0045,Team Nova,S. Rai,P1,21,2025-05-24,2025-06-17,,25,Not Started,4,3
EPIC-00359,Migrate Telemetry batch job,CAP-0045,Team Orion,R. Kumar,P1,21,2025-05-19,2025-06-04,,17,Not Started,3,1
EPIC-00360,Decommission Telemetry auth flow,CAP-0045,Team Draco,P. Wong,P3,13,2025-05-27,2025-06-11,,16,Not Started,4,2
EPIC-00361,Migrate Telemetry event consumer,CAP-0045,Team Orion,R. Kumar,P1,8,2025-05-13,2025-07-04,,50,In Progress,10,4
EPIC-00362,Decommission Telemetry auth flow,CAP-0045,Team Nova,A. Johnson,P3,5,2025-04-21,2025-05-19,,28,Not Started,1,1
EPIC-00363,Migrate Telemetry ingestion job,CAP-0045,Team Atlas,J. Chen,P0,13,2025-06-13,2025-08-05,,55,Blocked,13,4
EPIC-00364,Decommission Telemetry auth flow,CAP-0045,Team Orion,L. Nguyen,P0,21,2025-06-08,2025-06-22,,15,Blocked,7,3
EPIC-00365,Automate Activation ingestion job,CAP-0046,Team Vega,M. Patel,P2,13,2025-03-16,2025-04-23,,38,Not Started,7,4
EPIC-00366,Automate Activation service,CAP-0046,Team Vega,S. Rai,P0,21,2025-02-12,2025-04-05,,56,In Review,4,3
EPIC-00367,Decommission Activation service,CAP-0046,Team Atlas,J. Chen,P1,13,2025-02-18,2025-04-14,2025-04-12,53,Done,6,2
EPIC-00368,Refactor Activation event consumer,CAP-0046,Team Lyra,D. Singh,P1,13,2025-02-28,2025-04-10,,42,In Review,11,4
EPIC-00369,Migrate Activation dashboard,CAP-0046,Team Nova,D. Singh,P1,3,2025-03-01,2025-04-19,,50,Blocked,6,2
EPIC-00370,Build Activation event consumer,CAP-0046,Team Vega,L. Nguyen,P0,5,2025-03-10,2025-04-03,2025-04-02,23,Done,13,4
EPIC-00371,Integrate Activation service,CAP-0046,Team Draco,J. Chen,P0,8,2025-03-17,2025-04-05,,20,Blocked,7,3
EPIC-00372,Refactor Activation service,CAP-0046,Team Vega,R. Kumar,P0,5,2025-03-04,2025-03-20,,16,Blocked,11,3
EPIC-00373,Build Activation service,CAP-0046,Team Nova,S. Rai,P1,21,2025-02-06,2025-04-03,,61,In Review,4,4
EPIC-00374,Integrate Activation service,CAP-0046,Team Orion,D. Singh,P2,13,2025-02-17,2025-03-18,,30,Not Started,5,1
EPIC-00375,Decommission Inventory service,CAP-0047,Team Vega,L. Nguyen,P2,8,2025-04-27,2025-06-25,,56,Blocked,5,0
EPIC-00376,Decommission Inventory endpoint,CAP-0047,Team Vega,J. Chen,P0,21,2025-04-09,2025-05-18,,40,In Progress,7,2
EPIC-00377,Refactor Inventory service,CAP-0047,Team Lyra,P. Wong,P3,21,2025-05-01,2025-06-16,,50,Blocked,5,4
EPIC-00378,Automate Inventory endpoint,CAP-0047,Team Nova,S. Rai,P3,3,2025-04-28,2025-06-02,2025-06-05,38,Done,10,3
EPIC-00379,Implement Inventory ingestion job,CAP-0047,Team Lyra,L. Nguyen,P0,8,2025-04-20,2025-05-18,,29,In Review,7,1
EPIC-00380,Refactor Inventory service,CAP-0047,Team Vega,M. Patel,P3,8,2025-04-05,2025-06-01,,60,Not Started,9,2
EPIC-00381,Migrate Inventory auth flow,CAP-0047,Team Cygnus,A. Johnson,P1,5,2025-03-28,2025-04-22,2025-04-24,27,Done,12,1
EPIC-00382,Migrate Inventory endpoint,CAP-0047,Team Lyra,J. Chen,P0,3,2025-03-23,2025-04-21,,31,In Progress,13,2
EPIC-00383,Decommission Inventory service,CAP-0047,Team Nova,L. Nguyen,P3,21,2025-04-28,2025-06-15,,52,In Review,10,3
EPIC-00384,Build Inventory endpoint,CAP-0047,Team Lyra,S. Rai,P3,13,2025-04-28,2025-06-13,,45,Blocked,3,1
EPIC-00385,Decommission Order dashboard,CAP-0048,Team Phoenix,P. Wong,P2,3,2025-04-02,2025-05-29,,60,Not Started,12,6
EPIC-00386,Integrate Order endpoint,CAP-0048,Team Phoenix,R. Kumar,P1,21,2025-04-01,2025-05-22,,49,Blocked,14,4
EPIC-00387,Migrate Order dashboard,CAP-0048,Team Lyra,A. Johnson,P3,8,2025-04-07,2025-05-30,2025-05-30,53,Done,7,1
EPIC-00388,Automate Order ingestion job,CAP-0048,Team Cygnus,A. Johnson,P0,8,2025-03-25,2025-05-06,,41,Blocked,11,1
EPIC-00389,Decommission Order ingestion job,CAP-0048,Team Vega,S. Rai,P1,13,2025-05-01,2025-06-08,2025-06-07,37,Done,13,1
EPIC-00390,Migrate Order event consumer,CAP-0048,Team Nova,R. Kumar,P0,13,2025-04-17,2025-06-03,2025-06-04,48,Done,5,2
EPIC-00391,Integrate Order endpoint,CAP-0048,Team Atlas,L. Nguyen,P2,8,2025-03-11,2025-04-07,,28,Not Started,8,3
